FID,SITE_SEQ_N,SOURCE_SIT,HICAP_WELL,WI_UNIQUE_,PROPERTY_S,SOURCE_TYP,WATER_USE_,WATER_USE1,GLC_WATER_,SOURCE_STA,APPROVAL_D,COMPLETION,MAX_HYDR_C,MAX_DAILY_,ACTIVE_SOU,OPEN_INT_T,OPEN_INT_B,WELL_DEPTH,SCREENED,ELEV_M
132,13829,9716,71002,VJ322,10145,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2010/03/26 00:00:00+00,2010/11/11 00:00:00+00,1728000,1728000,Y,242,229,67,Y,296.2680371
133,13915,9039,70263,VC258,10466,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2009/04/13 00:00:00+00,2010/04/14 00:00:00+00,1440000,1440000,Y,324,312,35,Y,346.7618294
134,13951,9536,70793,VE091,10575,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2009/11/23 00:00:00+00,2010/08/02 00:00:00+00,144000,72000,Y,284,280,59,Y,339.1235235
135,13976,975,328,BB607,10697,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1985/03/05 00:00:00+00,1985/04/03 00:00:00+00,1440000,1440000,Y,0,0,0, ,313.182
136,13041,5984,36642,BE122,7323,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1978/02/16 00:00:00+00,1978/07/26 00:00:00+00,1152000,576000,Y,0,0,0, ,329.942949
137,11171,2965,3276, ,9462,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2001/02/08 00:00:00+00,,36000,36000,N,0,0,0, ,248.5381877
138,11233,1959,1830,FL921,9659,Groundwater,IR23,Cranberry irrigation,Irrigation,APPROVED well with well report,1996/04/18 00:00:00+00,1996/05/09 00:00:00+00,2160000,2160000,Y,252,240,38,Y,277.4746726
139,11244,6669,67374,BP387,9702,Groundwater,CO22,Recreation - other,Commercial,APPROVED well with well report,2004/04/01 00:00:00+00,1979/06/15 00:00:00+00,17280,3000,Y,0,0,0, ,261.7863278
140,11259,7140,67997,TG677,9742,Groundwater,PS31,Public/non-transient,Commercial,APPROVED well with well report,2006/01/24 00:00:00+00,2006/02/08 00:00:00+00,99360,99000,Y,256,231,43,N,273.9517992
141,11261,3697,4527,SN215,9743,Groundwater,DS12,Privt/multi residences,Commercial,EXISTING source,2004/04/12 00:00:00+00,2004/08/27 00:00:00+00,86400,5000,Y,254,229,42,N,271.1046614
142,11287,7818,68862, ,9816,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2007/07/02 00:00:00+00,1979/09/13 00:00:00+00,21600,1000,N,0,0,0, ,244.8138382
143,11379,7739,68781, ,10102,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2007/04/25 00:00:00+00,,14400,500,N,0,0,0, ,341.4338941
144,11416,8254,69369,WL476,10253,Groundwater,PS22,OTM - single-unit housing,Commercial,APPROVED well with well report,2007/11/01 00:00:00+00,2007/12/17 00:00:00+00,122400,122000,Y,240,231,54,Y,285.603088
145,11447,9168,70408, ,10331,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2009/01/01 00:00:00+00,,14400,14400,N,0,0,0, ,270.6459961
146,11533,5910,36547,BE041,10589,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1970/05/18 00:00:00+00,1970/08/10 00:00:00+00,1440000,1440000,Y,0,0,0, ,358.1247451
147,11584,890,230,BB512,12337,Groundwater,IR23,Cranberry irrigation,Irrigation,APPROVED well with well report,1988/03/16 00:00:00+00,1978/05/03 00:00:00+00,1728000,1728000,Y,294,287,27,Y,314.2213784
148,11649,4709,23626,BC688,6507,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1971/07/01 00:00:00+00,1971/08/20 00:00:00+00,1440000,1440000,Y,0,0,0, ,322.5119235
149,11658,4978,23952,BD000,6533,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1974/10/08 00:00:00+00,1974/11/01 00:00:00+00,1728000,1728000,Y,0,0,0, ,330.7018981
150,11694,5072,24069,BD105,6747,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1977/06/10 00:00:00+00,1977/07/25 00:00:00+00,1080000,1080000,Y,0,0,0, ,318.4489529
151,11708,4957,23930,BC978,6826,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1972/11/09 00:00:00+00,1973/04/02 00:00:00+00,936000,1152000,Y,0,0,0, ,337.7367059
152,11713,4838,23787,BC842,6838,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1981/09/15 00:00:00+00,1971/08/27 00:00:00+00,1440000,1440000,Y,0,0,0, ,324.4138726
153,11758,1010,365,CR161,7008,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1989/05/12 00:00:00+00,1989/04/27 00:00:00+00,1728000,1728000,Y,250,250,65,N,315.087
154,13817,5832,36451,BD948,10111,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1977/05/13 00:00:00+00,1978/05/25 00:00:00+00,1440000,1440000,Y,0,0,0, ,258.9900892
155,13051,9655,70925,VE292,7346,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2010/03/09 00:00:00+00,2010/07/22 00:00:00+00,1440000,1440000,Y,249,239,34,Y,272.4802239
156,13031,5888,36518,BE014,7278,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1965/05/17 00:00:00+00,1965/06/15 00:00:00+00,1440000,960000,Y,0,0,0, ,327.3490981
157,14715,15035,0, ,6204,Surface Water,IR10,Agricultural irrigation,Irrigation,EXISTING source,,,936000,0,Y,0,0,0, ,253.3939471
158,18488,12366,88871,BH576,11277,Groundwater,PS11,Public utility,Public,APPROVED well with well report,1953/09/11 00:00:00+00,,2160000,2160000,Y,294,0,0,N,313.5568981
159,18699,15221,1657, ,6969,Groundwater,IR10,Agricultural irrigation,Irrigation,EXPIRED well approval,1995/10/18 00:00:00+00,,1728000,1728000,N,0,0,0, ,316.0288216
160,19188,15523,24314, ,6677,Groundwater,IR10,Agricultural irrigation,Irrigation,EXPIRED well approval,1989/07/31 00:00:00+00,,1728000,1728000,N,0,0,0, ,337.7793451
161,19318,15651,58409, ,7362,Groundwater,IR99,Irrigation - other,Irrigation,EXISTING source,2007/11/05 00:00:00+00,1964/01/08 00:00:00+00,57600,94000,Y,0,0,0, ,329.8911196
162,19420,15742,0, ,11949,Surface Water,OT99,Other - >70gpm,Other,EXISTING source,,,720000,0,Y,0,0,0, ,228.8045271
163,19541,15826,0, ,10014,Surface Water,IR23,Cranberry irrigation,Irrigation,EXISTING source,,,34092000,0,Y,0,0,0, ,312.3224804
164,17005,10883,70944,WP600,10908,Groundwater,PS11,Public utility,Public,APPROVED well with well report,2009/09/09 00:00:00+00,2010/01/28 00:00:00+00,1440000,0,Y,261,251,44,Y,295.5734004
165,19768,16055,71781,EN182,7276,Groundwater,LV20,Non-dairy farming,Livestock,EXISTING source,2011/01/02 00:00:00+00,1991/11/29 00:00:00+00,14400,0,Y,249,248,27,Y,274.9100849
166,19555,15835,0, ,9931,Surface Water,IR23,Cranberry irrigation,Irrigation,EXISTING source,,,30783060,0,Y,0,0,0, ,320.189349
167,19610,15868,0, ,12002,Surface Water,IR23,Cranberry irrigation,Irrigation,EXISTING source,,,39102120,0,Y,0,0,0, ,318.976251
168,22434,18585,72801,XE004,13016,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/03/19 00:00:00+00,2013/05/23 00:00:00+00,1296000,1296000,Y,232,190,94,N,284.856622
169,22610,18757,73099,YJ804,13083,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/06/14 00:00:00+00,2013/08/30 00:00:00+00,1152000,1152000,Y,202,184,78,Y,262.2430115
170,22828,18967,72777,CZ315,9038,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2013/01/01 00:00:00+00,1990/06/06 00:00:00+00,10080,0,N,277,276,20,Y,295.7888849
171,22992,19122,72888,YJ509,13043,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/04/15 00:00:00+00,2013/06/11 00:00:00+00,1440000,1440000,Y,220,174,101,N,274.6470032
172,23029,19157,72944, ,13157,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED new source,2013/11/13 00:00:00+00,,576000,576000,N,0,0,0, ,278.4924151
173,20824,16849,72476,YI237,12436,Groundwater,LV10,Dairy farming,Livestock,APPROVED well with well report,2012/11/07 00:00:00+00,2012/11/26 00:00:00+00,216000,48000,Y,195,147,94,N,241.1998263
174,20964,16985,72473, ,12491,Groundwater,IR10,Agricultural irrigation,Irrigation,EXPIRED well approval,2012/10/29 00:00:00+00,,1440000,1440000,N,0,0,0, ,326.1969451
175,21935,18086,71946,WX691,7379,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/03/08 00:00:00+00,2012/03/23 00:00:00+00,1440000,1440000,Y,261,252,34,Y,286.342522
176,22137,18288,36489,BD986,12889,Groundwater,IR10,Agricultural irrigation,Irrigation,FILLED & SEALED well,1964/07/13 00:00:00+00,1965/06/01 00:00:00+00,1440000,1440000,N,0,0,0, ,330.2630039
177,23206,19312,73191,YZ638,12985,Groundwater,PS42,Lodging,Commercial,APPROVED well with well report,2013/10/15 00:00:00+00,2018/04/30 00:00:00+00,108000,108000,Y,302,288,43,Y,330.9488039
178,23616,19649,73608,AH035,13490,Groundwater,DS11,Privt/single residence,Commercial,FILLED & SEALED well,2014/07/22 00:00:00+00,1989/05/15 00:00:00+00,17280,0,N,312,310,49,Y,359.0666039
179,23619,19652,73606,IE426,13489,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2014/07/15 00:00:00+00,1995/10/04 00:00:00+00,25920,25920,N,284,282,64,Y,346.7404726
180,23637,19670,73626,XS703,7581,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/11/15 00:00:00+00,2015/11/11 00:00:00+00,1440000,1440000,Y,245,236,29,Y,263.6324849
181,21994,18145,71954,WX695,12796,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/03/12 00:00:00+00,2012/04/06 00:00:00+00,1296000,1296000,Y,239,188,76,N,264.19699
182,21997,18148,71993,WZ955,12799,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/03/26 00:00:00+00,2012/05/09 00:00:00+00,1152000,1152000,Y,259,216,76,N,292.0928873
183,22003,18154,72154,WY179,12803,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/06/08 00:00:00+00,2012/07/03 00:00:00+00,1440000,1440000,Y,239,193,84,N,276.3789255
184,22139,18290,36750,BE226,12889,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1988/04/18 00:00:00+00,,1440000,1440000,Y,0,0,0, ,327.4588216
185,22141,18292,36674,BE152,12891,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1979/07/13 00:00:00+00,1979/09/14 00:00:00+00,1440000,1440000,Y,0,0,0, ,342.1318981
186,22221,18342,71786, ,10699,Groundwater,LV10,Dairy farming,Livestock,APPROVED new source,2015/03/12 00:00:00+00,,720000,720000,N,0,0,0, ,329.0803784
187,22295,18446,3027,NO853,12985,Groundwater,OT13,Lake and pond levels,Other,APPROVED well with well report,2000/03/15 00:00:00+00,2000/03/16 00:00:00+00,2160000,2160000,Y,314,307,24,Y,331.5645059
188,22342,18493,72096,WY258,12976,Groundwater,IR25,Sod irrigation,Irrigation,APPROVED well with well report,2012/05/12 00:00:00+00,2012/07/19 00:00:00+00,72000,10000,Y,316,314,13,Y,327.0107745
189,22516,18667,72872,YM269,13044,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/04/10 00:00:00+00,2015/03/31 00:00:00+00,864000,864000,Y,245,233,47,Y,280.3210144
190,22555,18705,0, ,13060,Surface Water,IR10,Agricultural irrigation,Irrigation,TERMINATED source,,,720000,0,N,0,0,0, ,237.477005
191,22581,18728,73062, ,13071,Groundwater,LV10,Dairy farming,Livestock,EXISTING source,2013/06/05 00:00:00+00,1986/08/05 00:00:00+00,21600,3000,Y,0,0,0, ,291.6690064
192,22587,18734,73068,XE543,13071,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/06/05 00:00:00+00,2013/08/09 00:00:00+00,1296000,1296000,Y,207,175,123,N,298.019989
193,22604,18751,72830,WY223,13081,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/03/27 00:00:00+00,2013/05/16 00:00:00+00,1152000,1152000,Y,222,167,143,N,310.1980147
194,22651,18798,72026,YH374,13097,Groundwater,PS31,Public/non-transient,Commercial,APPROVED well with well report,2012/05/11 00:00:00+00,2012/06/27 00:00:00+00,115200,60000,Y,244,240,48,Y,288.7339853
195,22666,18811,72601, ,7004,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2013/01/04 00:00:00+00,1978/04/03 00:00:00+00,14400,1000,N,0,0,0, ,314.9498549
196,22707,18850,73169,XI466,13113,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/07/09 00:00:00+00,2014/06/11 00:00:00+00,1440000,1440000,Y,201,186,65,Y,251.2829131
197,22725,18868,73236,XE026,6376,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/07/26 00:00:00+00,2013/08/14 00:00:00+00,1440000,1440000,Y,296,284,30,Y,314.3036804
198,22815,18954,72759, ,7676,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2013/03/03 00:00:00+00,1989/03/22 00:00:00+00,28800,17000,N,0,0,0, ,273.335502
199,22829,18968,72780, ,9038,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2013/01/01 00:00:00+00,,10080,0,N,0,0,0, ,296.0732769
200,22909,19043,0, ,13192,Surface Water,IN61,"Mining, quarrying",Industrial,EXISTING source,,,288000,0,Y,0,0,0, ,257.1000061
201,22975,19107,0, ,7356,Surface Water,IR10,Agricultural irrigation,Irrigation,EXISTING source,,,0,2140080,Y,0,0,0, ,228.1086626
202,23009,19139,72906,XE054,7241,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/11/29 00:00:00+00,2014/05/01 00:00:00+00,1152000,1152000,Y,310,301,34,Y,334.8867961
203,23101,19225,73035,XE062,13291,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2014/04/03 00:00:00+00,2014/05/20 00:00:00+00,1296000,1296000,Y,314,305,21,Y,325.227702
204,23122,19246,73105, ,13093,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2013/06/17 00:00:00+00,,21600,1000,N,0,0,0, ,240.3220062
205,23197,19303,73167, ,13113,Groundwater,LV10,Dairy farming,Livestock,APPROVED well with well report,2013/07/09 00:00:00+00,1950/01/07 00:00:00+00,14400,1000,Y,0,0,0, ,256.0518127
206,23212,19317,73196,XH696,12540,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/09/24 00:00:00+00,2013/10/18 00:00:00+00,1584000,1584000,Y,293,274,37,Y,310.8533235
207,23323,19418,73338,XH699,7661,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/10/22 00:00:00+00,2013/11/12 00:00:00+00,1440000,1440000,Y,318,309,32,Y,340.9827961
208,23315,19412,73327,XE070,12804,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2014/04/07 00:00:00+00,2014/06/04 00:00:00+00,1152000,1152000,Y,275,265,35,Y,300.8296749
209,23343,19437,73312,XE046,11898,Groundwater,IR23,Cranberry irrigation,Irrigation,APPROVED well with well report,2013/08/27 00:00:00+00,2014/03/11 00:00:00+00,1440000,1440000,Y,298,288,33,Y,321.4116
210,23397,19489,73441,XT676,13416,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2014/05/28 00:00:00+00,2016/05/18 00:00:00+00,1440000,0,Y,245,226,69,Y,295.4078849
211,20310,16433,0, ,12254,Surface Water,IR23,Cranberry irrigation,Irrigation,EXISTING source,,,50000000,0,Y,0,0,0, ,314.6968471
212,20432,16516,0, ,12307,Groundwater,IR23,Cranberry irrigation,Irrigation,EXISTING source,,,0,0,Y,0,0,0, ,283.9218139
213,21407,17569,71606, ,6496,Groundwater,IR99,Irrigation - other,Irrigation,EXISTING source,1995/09/28 00:00:00+00,,21600,0,Y,0,0,0, ,355.7473274
214,21833,17988,72446,AH359,9038,Groundwater,CO99,Commercial - other,Commercial,APPROVED well with well report,1989/04/05 00:00:00+00,1988/08/22 00:00:00+00,10080,10080,Y,277,276,2,Y,295.7888849
215,22429,18580,72765,YI941,13012,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/03/04 00:00:00+00,2013/03/23 00:00:00+00,1440000,1440000,Y,303,284,85,Y,369.4267529
216,20464,16536,0, ,12316,Surface Water,IN10,Paper manufacturing,Industrial,EXISTING source,,,14400000,0,Y,0,0,0, ,309.2043637
217,20803,16828,73355,XE032,6507,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2013/09/27 00:00:00+00,2013/10/03 00:00:00+00,576000,576000,Y,312,303,21,Y,323.8591529
218,20887,16911,72221, ,12463,Groundwater,LV10,Dairy farming,Livestock,APPROVED well with well report,2012/07/11 00:00:00+00,1977/05/01 00:00:00+00,50400,10000,Y,0,0,0, ,274.7460022
219,20999,16994,268,BB548,12496,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1980/07/18 00:00:00+00,1978/07/10 00:00:00+00,1368000,1368000,Y,0,0,0, ,286.6250722
220,21211,17071,72559,YI548,12587,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/12/06 00:00:00+00,2012/12/14 00:00:00+00,1440000,1440000,Y,250,238,73,Y,310.9996402
221,21457,17619,1025, ,7614,Groundwater,LV10,Dairy farming,Livestock,EXISTING source,1993/05/20 00:00:00+00,1994/03/10 00:00:00+00,57600,2000,Y,0,0,0, ,325.4715196
222,21551,17713,88401, ,10040,Groundwater,OT99,Other - >70gpm,Other,EXISTING source,1954/08/11 00:00:00+00,1952/07/19 00:00:00+00,72000,18000,Y,0,0,0, ,230.1121124
223,21829,17984,72442,CI590,9038,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,1989/04/06 00:00:00+00,1989/06/07 00:00:00+00,10080,10080,N,277,276,19,Y,295.7888849
224,21938,18089,72105,WY214,7486,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/05/21 00:00:00+00,2013/12/04 00:00:00+00,1440000,1440000,Y,273,261,33,Y,294.0463494
225,21996,18147,71991,WU619,12798,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/03/26 00:00:00+00,2012/04/23 00:00:00+00,864000,864000,Y,281,231,74,N,305.2297598
226,13134,5114,24136,BD159,7655,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1979/05/29 00:00:00+00,1979/04/30 00:00:00+00,1728000,1728000,Y,0,0,0, ,321.7803961
227,13142,1007,362,CU111,7682,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1989/05/01 00:00:00+00,1989/07/12 00:00:00+00,720000,720000,Y,299,292,26,Y,318.3574981
228,13642,3102,3451,RB716,9592,Groundwater,IR23,Cranberry irrigation,Irrigation,EXISTING source,2010/03/11 00:00:00+00,2003/08/29 00:00:00+00,1440000,1440000,Y,295,286,28,Y,313.6208941
229,13794,3386,3949,RB703,10024,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2003/05/20 00:00:00+00,2003/06/02 00:00:00+00,1440000,1440000,Y,321,315,26,Y,340.6993529
230,13284,5797,36412,BD910,12889,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1982/04/08 00:00:00+00,1962/04/05 00:00:00+00,1728000,1728000,Y,0,0,0, ,327.8428726
231,13022,5835,36454,BD951,7250,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1977/06/29 00:00:00+00,1977/07/28 00:00:00+00,1440000,1440000,Y,0,0,0, ,327.1784294
232,13009,6093,36767,DN509,6536,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1989/11/08 00:00:00+00,1992/09/22 00:00:00+00,1728000,1728000,Y,321,312,23,Y,334.1613706
233,13376,3124,3481,YE614,8800,Groundwater,IN31,Food manufacturing,Industrial,EXISTING source,2004/02/25 00:00:00+00,2004/11/12 00:00:00+00,1152000,1152000,Y,195,177,98,Y,274.144989
234,13010,1789,1533,GF599,7203,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1995/04/14 00:00:00+00,1995/04/28 00:00:00+00,1440000,1440000,Y,307,298,23,Y,324.6211529
235,13122,898,240,BB522,7600,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1978/02/23 00:00:00+00,1978/05/17 00:00:00+00,1152000,1152000,Y,0,0,0, ,299.0993247
236,13342,6430,58434, ,8671,Groundwater,IN53,Bio-fuel mfg,Industrial,EXISTING source,1986/01/29 00:00:00+00,,432000,432000,Y,0,0,0, ,334.4783745
237,13879,3588,4306,RB748,10361,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,2004/03/26 00:00:00+00,2004/04/13 00:00:00+00,1728000,1728000,Y,272,263,24,Y,286.3809382
238,13972,9888,71199,WP083,10668,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2010/07/29 00:00:00+00,2010/08/25 00:00:00+00,288000,288000,Y,314,311,46,Y,357.4633529
239,13114,5871,36501,BD997,7566,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1984/04/18 00:00:00+00,,1440000,1440000,Y,0,0,0, ,343.3053706
240,13968,9738,71039,VC265,10629,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2010/04/14 00:00:00+00,2010/05/04 00:00:00+00,1440000,1440000,Y,250,201,78,N,278.5832375
241,13032,5905,36542,BE036,7281,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1968/10/14 00:00:00+00,1969/05/09 00:00:00+00,1440000,1440000,Y,0,0,0, ,331.6559235
242,13039,5979,36634,BE117,7315,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1977/07/19 00:00:00+00,1977/07/24 00:00:00+00,1728000,1728000,Y,0,0,0, ,280.1264363
243,7754,694,5,BB296,6353,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1958/05/26 00:00:00+00,,1008000,504000,Y,0,0,0, ,320.2838549
244,13110,693,4,BB295,7559,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1984/06/26 00:00:00+00,1959/07/30 00:00:00+00,1440000,990000,Y,0,0,0, ,319.0036726
