OBJECTID,ASSESSMENT_UNIT_SEQ_NO,OFFICIAL_NAME,LOCAL_NAME,WATER_TYPE,START_MILE_NO,END_MILE_NO,WATER_TYPE_SIZE_AMT,MEASUREMENT_UNIT,TROUT_CLASS_CODE,WBIC,ORW_ERW,IMPAIRED_WATER_LISTED_FLAG,FED_WILD_SCENIC_FLAG,CLASSIFICATION,CLASSIFICATION_STATUS,DECISION_DATE,INFO_SOURCES,DOCUMENT_URL,ASSESSMENT_UNIT_COMMENT,SHAPELEN
249,11863,North Branch Beaver Creek,North Branch Beaver Creek,RIVER,2.8,11.86,9.06,MILES,CLASS I,520400,ORW,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,This AU: 19th rd to headwaters,14574.8227894594
250,11865,South Branch Beaver Creek,South Branch Beaver Creek,RIVER,0,7.66,7.66,MILES,CLASS II,521000,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams, Trout Book: 1980 Blue Book",NA,This AU: From main branch to State Hwy 64,12325.7142638491
251,11873,Middle Inlet,Middle Inlet,RIVER,3.78,18.08,14.3,MILES,CLASS I,526000,ORW,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,"This AU: From County Hwy X to confluence of Elbow Creek, Meadow Brook, and Middle Inlet Creek",23014.068485452
252,11881,Lower Middle Inlet,Lower Middle Inlet,RIVER,0,9.75,9.75,MILES,CLASS I,529100,ERW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Chloride Assessment Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Temperature Assessment Package, Total Phosphorus Package - Streams",NA,This AU: Entire creek,15699.0393918507
254,11913,Thunder River,Thunder River,RIVER,0,7.75,7.75,MILES,CLASS II,533400,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Temperature Assessment Package, Total Phosphorus Package - Streams",NA,This AU: Entire river,12467.5248661673
255,11921,North Fork Thunder River,North Work Thunder River,RIVER,0,13.99,13.99,MILES,CLASS I,535600,ORW,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Chloride Assessment Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Temperature Assessment Package, Total Phosphorus Package - Streams",NA,This AU: Entire River,22513.660498752
256,11924,Mountain Creek,Mountain Creek,RIVER,0,0.09,0.09,MILES,CLASS II,535900,,N,,Cold  (Class II Trout),Official,,NA,NA,This AU: Entire creek,141.372713071002
257,11935,Eagle Creek,Eagle Creek,RIVER,0,19.51,19.51,MILES,CLASS I,541500,ORW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Temperature Assessment Package, SWIMS Data and Professional Decision",NA,This AU: Entire creek,31400.564564639
258,11936,Little Spring Creek,Little Spring Creek,RIVER,0,1.61,1.61,MILES,CLASS II,541600,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: Entire creek,2597.98724128971
259,11948,Peshtigo River,Peshtigo River,RIVER,96.67,136.1,39.43,MILES,CLASS II,515500,ORW,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Trout Book: 2002 Spatial Data",NA,"This AU: From confluence of Middle/North Branch Peshtigo River to Forest/Marinette Co. line.
",63444.0343620624
260,11950,McPearson Creek,McPhearson Creek ,RIVER,0,2.17,2.17,MILES,CLASS I,545900,ERW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,This AU: county line to split. Listed as McPhearson Creek in 1980 trout book. ,3497.35802128457
261,11957,Halley Creek,Halley Creek,RIVER,0,1.45,1.45,MILES,CLASS II,560200,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: Mouth to un spring 560400.,2327.74419804568
263,11973,Gruman Creek,Gruman Creek,RIVER,0,1.95,1.95,MILES,CLASS I,570300,ERW,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,"This AU: Entire creek
",3136.56863805451
264,11974,Camp Eight Creek,Camp Eight Creek,RIVER,0,9,9,MILES,CLASS III,570400,ERW,N,,Class III Trout,Official,,Trout Book: 2002 Spatial Data,NA,"This AU: Entire Creek
Uncertain if headwaters is WBIC 570400 or WBIC 5005013.",10807.7828498026
267,11983,North Branch Peshtigo River,North Branch Peshtigo River,RIVER,0,18.93,18.93,MILES,CLASS II,574900,ERW,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,This AU: Entire branch,30459.5561588151
269,11998,Rat River,Rat River,RIVER,0,17.25,17.25,MILES,CLASS III,550600,,N,,Class III Trout,Official,,"Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams",NA,This AU: Mouth to Colburn Creek.,27759.581971669
270,12003,Mexico Creek,Mexico Creek,RIVER,0,2.23,2.23,MILES,CLASS II,551500,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: Entire creek,3584.72009331808
272,12169,Charlie Otto Creek,Charlie Otto Creek,RIVER,0,1.6,1.6,MILES,CLASS II,711000,,N,,Cold  (Class II Trout),Official,,NA,NA,entire stream.  Trout books show the trib to this stream (WBIC 711100) as also being a part of Charlie Otto Creek.,2567.08735965817
274,12189,Fordham Creek,Fordham Creek,RIVER,0,6.53,6.53,MILES,CLASS I,1352200,ERW,N,,Cold  (Class I Trout),Official,01/01/1980,"Fish Community Survey Data, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams",NA,AU: entire stream,10501.6454779482
289,12244,Big Roche A Cri Creek,Big Roche A Cri Creek,RIVER,16.56,36.83,20.27,MILES,CLASS II,1374100,,Y,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Macroinvertebrate IBI Package, Temperature Assessment Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams",NA,This AU: Big Roche a Cri Lake inlet to CTH W.,32616.257936326
292,12252,Chester Creek,Chester Creek,RIVER,0,1.22,1.22,MILES,CLASS I,1377200,ERW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,,1958.47951840873
300,12063,North Branch Pike River,North Branch Pike River,RIVER,0,32.58,32.58,MILES,CLASS I,616300,ORW,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Trout Book: 2002 Spatial Data",NA,This AU: Entire creek,52433.8066211277
301,12070,Spur Creek,Spur Creek,RIVER,0,2.3,2.3,MILES,CLASS II,621800,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,This AU: Entire creek,3708.89381455526
302,12080,Phillips Creek,Phillips Creek,RIVER,0,3,3,MILES,CLASS I,628300,ORW,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: Entire creek,3268.63268592896
303,12087,Trout Creek,Hemlock Creek,RIVER,0,0.23,0.23,MILES,CLASS I,632400,ORW,N,,NA,NA,NA,NA,NA,Listed as Hemlock Creek in NR102,373.886845826997
305,12094,Miscauno Creek,Miscauno Creek,RIVER,0,3.82,3.82,MILES,CLASS II,634800,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: From Menomonee River West Channel to Miscauno Pond,6151.96027087274
307,12108,South Branch Pemebonwon River,South Branch Pemebonwon River,RIVER,0,22.17,22.17,MILES,CLASS I,642900,ORW,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: From mouth to S22 (T37N 19E) ,35676.2615719213
308,12112,Bear Creek,Bear Creek,RIVER,0,1.74,1.74,MILES,CLASS I,646700,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,2795.58253247662
309,12114,Lindstrom Creek,Lindstrom Creek (Creek 12-7 T38N R19E),RIVER,0,0.8,0.8,MILES,CLASS I,647900,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream. The length of the stream in the trout books is 2.0 mi.

Also named Creek 12-7 T38N R19E",1292.76554909658
310,12123,Meyers Creek,Meyers Creek,RIVER,0,0.39,0.39,MILES,CLASS I,672100,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU:entire stream.
The length of the stream on the map is 0.39 mi. Compare to 1.3 mi in the trout books.  ",622.349843145653
311,12127,Chipmunk Creek,Chipmunk Creek,RIVER,0,1.39,1.39,MILES,CLASS I,676100,ORW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,2233.43055733841
312,12131,Johnson Creek,Johnson Creek,RIVER,0,7.36,7.36,MILES,CLASS II,679700,,N,,Cold  (Class II Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,11847.4442563268
313,12132,Stevens Creek,Stevens Creek,RIVER,0,0.18,0.18,MILES,CLASS II,681200,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,,290.930595006589
314,12138,North Branch Pine River,North Branch Pine River,RIVER,0,16.51,16.51,MILES,CLASS II,688900,ORW,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,,26564.6988951954
315,12142,Kimball Creek,Kimball Creek,RIVER,0,7.5,7.5,MILES,CLASS II,699000,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream.,12077.2505318062
316,12143,Popple River,Popple River,RIVER,0,30.32,30.32,MILES,CLASS III,652900,ORW,N,Y,Class III Trout,Official,,"Chloride Assessment Package, Total Phosphorus Package - Streams, SWIMS Data and Professional Decision",NA,"State Wild and Scenic River.
OEW Name:  Popple River 
OE Code:  O 
",48798.5598863888
317,12144,Woods Creek,Woods Creek,RIVER,0,16.02,16.02,MILES,CLASS I,653300,ORW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams, Trout Book: 1980 Blue Book",NA,This AU: Woods Creek (653300) follows into headwaters labeled (WBIC 656375) per OERW paper maps. ,25775.4626865651
318,12148,Hendricks Creek,Hendricks Creek,RIVER,0,8.68,8.68,MILES,CLASS I,657400,ERW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream.
The length of the stream in WADRS is 8.7 mi, but according to the trout books it is 5.1 mi.
The OERW layer does not cover the entire stream. It should be extended from the mouth of its the tributary Creek 8-14 (T38N R16E) to the Hendricks Creek headwaters. 

",13975.1156726351
320,12155,Martin Creek,Martin Creek,RIVER,0,0.84,0.84,MILES,CLASS I,669000,ORW,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,This AU: entire stream.,1346.56181377854
321,12157,North Branch Popple River,North Branch Popple River,RIVER,0,11.11,11.11,MILES,CLASS II,671400,ERW,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,17883.637835361
322,12166,Huff Creek,Huff Creek,RIVER,0,0.68,0.68,MILES,CLASS II,709200,,N,,Cold  (Class II Trout),Official,,NA,NA,This AU:  Mouth to Forest Co. line6776,1089.31345359284
323,12167,Allen Creek,Allen Creek,RIVER,0,9.89,9.89,MILES,CLASS II,710100,ORW,N,,Cold  (Class II Trout),Official,01/01/1980,"Fish Community Survey Data, Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=157953902""",This AU: entire stream,15923.0429438253
356,12554,Barnes Creek,Barnes Creek,RIVER,0,8.25,8.25,MILES,CLASS II,1481900,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,,13274.6609071444
357,12556,Little Hay Meadow Creek,Little Hay Meadow Creek,RIVER,0,9.82,9.82,MILES,CLASS II,1482100,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream.,15806.0893057843
358,12559,Spring Creek,Spring Creek (Creek 16-4b),RIVER,0,1.08,1.08,MILES,CLASS I,1483400,ERW,N,,Cold  (Class I Trout),Official,,NA,NA,"On paper OERW maps, the stream is called Spring Creek up to Spring Lake, then Creek 16-4b up to the headwaters.",1737.94334390026
359,12560,Unnamed,"Unnamed Creek 16-4d (T32n,R7e,S16,Sene,35)",RIVER,0,1.22,1.22,MILES,CLASS I,1483500,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,,1959.77185166608
360,12561,Big Hay Meadow Creek,Big Hay Meadow Creek,RIVER,0,23.3,23.3,MILES,CLASS II,1484000,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams, Trout Book: 1980 Blue Book",NA,This AU: entire stream.,37501.3556722548
361,12567,Unnamed,"Unnamed Creek 2-12 (T33n,R9e,S2,Sesw,34)",RIVER,0,0.37,0.37,MILES,CLASS II,1485300,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream.
The length of the hydro is 0.37 mi, but in trout books it is 1.9 mi.",600.107115262715
362,12575,Unnamed,"Unnamed Creek 10-4 (T33n,R7e,S10,Sene)",RIVER,0,1.09,1.09,MILES,CLASS II,1487200,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,,1760.83582128671
363,12585,Unnamed,"Unnamed Creek 16-3 (T34n,R9e,S16,Swne,34)",RIVER,0,0.32,0.32,MILES,CLASS I,1492100,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream.

Trout ID:  921 
Class Code:  1 
OEW ID:  278 ",512.016849585135
364,12587,Unnamed,"Unnamed Creek (T34n,R9e,S15,Nwse,34)",RIVER,0,5.74,5.74,MILES,CLASS II,1492600,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream.,9231.18394474732
365,12597,North Fork Copper River,Copper River-N. Fork,RIVER,0,21.79,21.79,MILES,CLASS II,1495200,,N,,Cold  (Class II Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream.
1980 trout book  map shows Copper River, Copper R (Mid Fk) and Copper R (N Fk) as one stream, which seems incorrect.  Followed  2002 trout spatial data layer.",35070.8653711119
367,12607,Middle Fk Copper River,Copper River-Middle Fork,RIVER,0,11.36,11.36,MILES,CLASS II,1496900,,N,,Cold  (Class II Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream.
1980 trout book  map shows Copper River, Copper R (Mid Fk) and Copper R (N Fk) as one stream, which seems incorrect.  Followed  2002 trout spatial data layer.",18289.1694803292
368,12608,South Fork Copper River,Copper River-S. Fork,RIVER,0,7.34,7.34,MILES,CLASS II,1497000,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams, Trout Book: 1980 Blue Book",NA,"This AU: entire stream.
The hydro layer is 7.34 mi, but per trout books the entire stream is trout 4.6 mi.",11815.0161946227
372,12619,Averill Creek,Averill Creek,RIVER,0,8.65,8.65,MILES,CLASS II,1498800,,N,,Cold  (Class II Trout),Official,,Macroinvertebrate IBI Package,NA,,13914.6619885092
373,12623,East Fork New Wood River,E. Fk. New Wood River,RIVER,0,7.26,7.26,MILES,CLASS I,1500500,ERW,N,,Cold  (Class I Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"AU: entire stream.
The hydro layer is 7.26 mi, but in trout books the entire stream is trout 5.3 mi. long..",11684.3492170102
374,12626,Center Fk New Wood River,Center Fk. New Wood River,RIVER,0,7.6,7.6,MILES,CLASS I,1501000,ORW,N,,Cold  (Class I Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream.

Trout ID:  931 
Class Code:  1 
OEW ID:  288 ",12237.8540851444
376,12633,Little Pine Creek,"Little Pine Creek (T34n,R6e,S36,Nenw,35)",RIVER,0,14.9,14.9,MILES,CLASS I,1503200,ORW,N,,Cold  (Class I Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream.,23971.3883043605
377,12634,Unnamed,"Unnamed Creek (T34n,R7e,S32,Nenw,35)",RIVER,0,0.85,0.85,MILES,CLASS II,1503500,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream.
The hydro layer is 0.85 mi, but in trout books the entire stream is trout 1.4 mi. long",1372.61886889591
378,12639,Green Meadow Creek,Green Meadow Creek,RIVER,0,8.18,8.18,MILES,CLASS I,1556600,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream.,13169.9003100654
379,12642,Unnamed,"Unnamed Creek 1-1 (T34n,R7e,S1,Nene,35)",RIVER,0,7.27,7.27,MILES,CLASS II,1557100,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream.,11700.4302443733
381,12647,Big Pine Creek,Big Pine Creek,RIVER,0,14.78,14.78,MILES,CLASS I,1558600,ERW,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"bindem: this segment combined with segment 2, mouth to headwaters. ",23787.0832933301
386,12666,Smallpox Creek,Smallpox Creek,RIVER,0,0.56,0.56,MILES,CLASS III,1566500,,N,,Class III Trout,Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream.,901.690005884936
387,12675,Armstrong Creek,Armstrong Creek,RIVER,0,5.77,5.77,MILES,CLASS I,1507200,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,AU: entire stream.,9280.13734747665
388,12678,Spirit Creek,Spirit Creek (T34n R4e S3),RIVER,0,9.25,9.25,MILES,CLASS I,1508000,ERW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream.,14885.3575885385
389,12297,Unnamed,"Ditch 21-5 (T22n, R7e, S21)",RIVER,0,2.18,2.18,MILES,CLASS I,1391400,,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,entire ditch,3507.75252021352
390,12299,Ditch # 1,Ditch 1,RIVER,1.85,4.67,2.82,MILES,CLASS I,1391600,,N,,Cold  (Class I Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU:  Townline Rd. to the headwaters. (T22n,R7e,S13,Nwse,50)",4546.50769227691
397,12340,Unnamed,"Unnamed Creek 11-12 (T27n, R9e, S11, Sesw)",RIVER,0,0.87,0.87,MILES,CLASS I,1406800,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,,1403.70259456835
406,12378,Fourmile Creek,Fourmile Creek,RIVER,1.15,7.8,6.65,MILES,CLASS II,1436200,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,"AU: Center Rd to County Hwy KK
",10705.7892700496
407,12384,Black Creek,Black Creek,RIVER,0,7.87,7.87,MILES,CLASS II,1437100,,N,,Cold  (Class II Trout),Official,,Trout Book: 2002 Spatial Data,NA,,12671.7593188035
419,12425,Mole Brook,Mole Brook,RIVER,0,6.53,6.53,MILES,CLASS I,1439400,ERW,N,,Cold  (Class I Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"Does not match O/ERW paper maps.
 ",10501.1192096787
421,12431,Spring Brook,Spring Brook Creek,RIVER,0,10.27,10.27,MILES,CLASS I,1440800,ERW,Y,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Macroinvertebrate IBI Package, State Admin. Code NR 102, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams",NA,This AU:  Mouth to CTH Y in Antigo.,16529.7282189544
