OID_,X,Y,FID,OBJECTID,LATITUDE,LONGITUDE,SITE_NAME,SITE_NO,SITE_TYPE,SOURCE,OBJECTID_1,OBS_DATE,SITE_NO_1,SITE_NAM_1,OBS_TYPE,OBS,UNIT
67654,-9993186.310796989127994,5512743.994477859698236,67654,16750,44.304873999999998,-89.770319999999998,Sevenmile Creek at Seven Mile Trl (downstream culvert),10040895.000000000000000,ST,WDNR,69652,2016/01/03 00:00:00+00,10040895.000000000000000,Sevenmile Creek at Seven Mile Trl (downstream culvert),ST,3.896000000000000,CFS
67655,-9993186.310796989127994,5512743.994477859698236,67655,16750,44.304873999999998,-89.770319999999998,Sevenmile Creek at Seven Mile Trl (downstream culvert),10040895.000000000000000,ST,WDNR,69653,2016/04/21 00:00:00+00,10040895.000000000000000,Sevenmile Creek at Seven Mile Trl (downstream culvert),ST,7.017000000000000,CFS
67656,-9993186.310796989127994,5512743.994477859698236,67656,16750,44.304873999999998,-89.770319999999998,Sevenmile Creek at Seven Mile Trl (downstream culvert),10040895.000000000000000,ST,WDNR,69654,2016/07/30 00:00:00+00,10040895.000000000000000,Sevenmile Creek at Seven Mile Trl (downstream culvert),ST,2.130000000000000,CFS
67657,-9993186.310796989127994,5512743.994477859698236,67657,16750,44.304873999999998,-89.770319999999998,Sevenmile Creek at Seven Mile Trl (downstream culvert),10040895.000000000000000,ST,WDNR,69655,2016/12/07 00:00:00+00,10040895.000000000000000,Sevenmile Creek at Seven Mile Trl (downstream culvert),ST,3.600000000000000,CFS
67658,-9993186.310796989127994,5512743.994477859698236,67658,16750,44.304873999999998,-89.770319999999998,Sevenmile Creek at Seven Mile Trl (downstream culvert),10040895.000000000000000,ST,WDNR,69656,2017/01/22 00:00:00+00,10040895.000000000000000,Sevenmile Creek at Seven Mile Trl (downstream culvert),ST,2.510000000000000,CFS
67659,-9993186.310796989127994,5512743.994477859698236,67659,16750,44.304873999999998,-89.770319999999998,Sevenmile Creek at Seven Mile Trl (downstream culvert),10040895.000000000000000,ST,WDNR,69657,2017/03/11 00:00:00+00,10040895.000000000000000,Sevenmile Creek at Seven Mile Trl (downstream culvert),ST,5.752000000000000,CFS
67660,-9993186.310796989127994,5512743.994477859698236,67660,16750,44.304873999999998,-89.770319999999998,Sevenmile Creek at Seven Mile Trl (downstream culvert),10040895.000000000000000,ST,WDNR,69658,2017/04/17 00:00:00+00,10040895.000000000000000,Sevenmile Creek at Seven Mile Trl (downstream culvert),ST,5.580000000000000,CFS
67661,-9993186.310796989127994,5512743.994477859698236,67661,16750,44.304873999999998,-89.770319999999998,Sevenmile Creek at Seven Mile Trl (downstream culvert),10040895.000000000000000,ST,WDNR,69659,2017/06/01 00:00:00+00,10040895.000000000000000,Sevenmile Creek at Seven Mile Trl (downstream culvert),ST,6.828000000000000,CFS
67662,-9993186.310796989127994,5512743.994477859698236,67662,16750,44.304873999999998,-89.770319999999998,Sevenmile Creek at Seven Mile Trl (downstream culvert),10040895.000000000000000,ST,WDNR,69660,2017/08/15 00:00:00+00,10040895.000000000000000,Sevenmile Creek at Seven Mile Trl (downstream culvert),ST,1.997000000000000,CFS
67663,-9993186.310796989127994,5512743.994477859698236,67663,16750,44.304873999999998,-89.770319999999998,Sevenmile Creek at Seven Mile Trl (downstream culvert),10040895.000000000000000,ST,WDNR,69661,2017/09/20 00:00:00+00,10040895.000000000000000,Sevenmile Creek at Seven Mile Trl (downstream culvert),ST,0.913000000000000,CFS
67664,-9993186.310796989127994,5512743.994477859698236,67664,16750,44.304873999999998,-89.770319999999998,Sevenmile Creek at Seven Mile Trl (downstream culvert),10040895.000000000000000,ST,WDNR,69662,2017/12/02 00:00:00+00,10040895.000000000000000,Sevenmile Creek at Seven Mile Trl (downstream culvert),ST,1.706000000000000,CFS
67665,-9923795.306106740608811,5464092.223271749913692,67665,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69663,2015/05/28 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,6.490000000000000,CFS
67666,-9923795.306106740608811,5464092.223271749913692,67666,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69664,2015/06/19 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,4.780000000000000,CFS
67667,-9923795.306106740608811,5464092.223271749913692,67667,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69665,2015/07/24 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,3.710000000000000,CFS
67668,-9923795.306106740608811,5464092.223271749913692,67668,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69666,2015/08/23 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,3.340000000000000,CFS
67669,-9923795.306106740608811,5464092.223271749913692,67669,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69667,2015/09/22 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,4.340000000000000,CFS
67670,-9923795.306106740608811,5464092.223271749913692,67670,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69668,2016/05/30 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,7.460000000000000,CFS
67671,-9923795.306106740608811,5464092.223271749913692,67671,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69669,2016/06/24 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,4.650000000000000,CFS
67672,-9923795.306106740608811,5464092.223271749913692,67672,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69670,2016/07/26 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,5.120000000000000,CFS
67673,-9923795.306106740608811,5464092.223271749913692,67673,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69671,2016/08/26 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,5.820000000000000,CFS
67674,-9923795.306106740608811,5464092.223271749913692,67674,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69672,2016/09/20 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,6.040000000000000,CFS
67675,-9923795.306106740608811,5464092.223271749913692,67675,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69673,2017/05/29 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,7.890000000000000,CFS
67676,-9923795.306106740608811,5464092.223271749913692,67676,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69674,2017/06/12 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,4.220000000000000,CFS
67677,-9923795.306106740608811,5464092.223271749913692,67677,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69675,2017/07/27 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,6.040000000000000,CFS
67678,-9923795.306106740608811,5464092.223271749913692,67678,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69676,2017/08/31 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,7.230000000000000,CFS
67679,-9923795.306106740608811,5464092.223271749913692,67679,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69677,2017/09/28 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,5.610000000000000,CFS
67680,-9923795.306106740608811,5464092.223271749913692,67680,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69678,2017/10/18 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,5.650000000000000,CFS
67681,-9923795.306106740608811,5464092.223271749913692,67681,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69679,2018/05/23 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,7.230000000000000,CFS
67682,-9923795.306106740608811,5464092.223271749913692,67682,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69680,2018/06/24 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,5.980000000000000,CFS
67683,-9923795.306106740608811,5464092.223271749913692,67683,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69681,2018/07/30 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,6.070000000000000,CFS
67684,-9923795.306106740608811,5464092.223271749913692,67684,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69682,2018/08/31 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,24.010000000000002,CFS
67685,-9923795.306106740608811,5464092.223271749913692,67685,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69683,2018/09/29 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,9.590000000000000,CFS
67686,-9923795.306106740608811,5464092.223271749913692,67686,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69684,2019/05/26 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,11.000000000000000,CFS
67687,-9923795.306106740608811,5464092.223271749913692,67687,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69685,2019/06/23 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,8.869999999999999,CFS
67688,-9923795.306106740608811,5464092.223271749913692,67688,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69686,2019/07/17 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,7.870000000000000,CFS
67689,-9923795.306106740608811,5464092.223271749913692,67689,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69687,2019/08/23 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,7.900000000000000,CFS
67690,-9923795.306106740608811,5464092.223271749913692,67690,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69688,2019/09/30 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,14.070000000000000,CFS
67691,-9923795.306106740608811,5464092.223271749913692,67691,16715,43.991275999999999,-89.146969999999996,Sucker Creek 1/8 mi E of 24th Ave,10038078.000000000000000,ST,WDNR,69689,2019/10/18 00:00:00+00,10038078.000000000000000,Sucker Creek 1/8 mi E of 24th Ave,ST,11.710000000000001,CFS
67692,-9994895.064890040084720,5518607.455757720395923,67692,16720,44.342556000000002,-89.785669999999996,Bloody Run Creek at 32nd St #579,10032103.000000000000000,ST,WDNR,69690,2013/07/29 00:00:00+00,10032103.000000000000000,Bloody Run Creek at 32nd St #579,ST,23.750000000000000,CFS
67693,-9990373.935182040557265,5519152.571543069556355,67693,16724,44.346057999999999,-89.745056000000005,Bloody Run at downstream culvert of 64th Ave,10040893.000000000000000,ST,WDNR,69691,2013/07/28 00:00:00+00,10040893.000000000000000,Bloody Run at downstream culvert of 64th Ave,ST,0.380000000000000,CFS
67694,-9992639.732040150091052,5517320.912423349916935,67694,16721,44.334290000000003,-89.765410000000003,Fivemile Creek at 48th St (downstream culvert),10040894.000000000000000,ST,WDNR,69692,2013/07/28 00:00:00+00,10040894.000000000000000,Fivemile Creek at 48th St (downstream culvert),ST,4.580000000000000,CFS
67695,-9988111.255194330587983,5507526.032604809850454,67695,16753,44.271320000000003,-89.724729999999994,Tenmile Creek at Cty. Hwy. U,10040721.000000000000000,ST,WDNR,69693,2013/07/29 00:00:00+00,10040721.000000000000000,Tenmile Creek at Cty. Hwy. U,ST,24.109999999999999,CFS
67696,-10001348.255788300186396,5505764.784226340241730,67696,16756,44.259990000000002,-89.843639999999994,Tenmile Creek at Rangeline Rd Bridge,10012667.000000000000000,ST,WDNR,69694,2013/07/30 00:00:00+00,10012667.000000000000000,Tenmile Creek at Rangeline Rd Bridge,ST,55.750000000000000,CFS
67697,-9993186.310796989127994,5512743.994477859698236,67697,16750,44.304873999999998,-89.770319999999998,Sevenmile Creek at Seven Mile Trl (downstream culvert),10040895.000000000000000,ST,WDNR,69695,2013/08/04 00:00:00+00,10040895.000000000000000,Sevenmile Creek at Seven Mile Trl (downstream culvert),ST,2.280000000000000,CFS
67698,-10001398.349546099081635,5511071.322007969953120,67698,16751,44.294119999999999,-89.844089999999994,Sevenmile Creek - Rangeline Rd (downstream culvert),10040896.000000000000000,ST,WDNR,69696,2013/08/01 00:00:00+00,10040896.000000000000000,Sevenmile Creek - Rangeline Rd (downstream culvert),ST,3.070000000000000,CFS
67699,-10005785.450651699677110,5508813.684386719949543,67699,16752,44.279601999999997,-89.883499999999998,Sevenmile Creek - CTH Z (downstream culvert),10040899.000000000000000,ST,WDNR,69697,2013/08/01 00:00:00+00,10040899.000000000000000,Sevenmile Creek - CTH Z (downstream culvert),ST,5.560000000000000,CFS
67700,-9992639.732040150091052,5517320.912423349916935,67700,16721,44.334290000000003,-89.765410000000003,Fivemile Creek at 48th St (downstream culvert),10040894.000000000000000,ST,WDNR,69698,2013/09/01 00:00:00+00,10040894.000000000000000,Fivemile Creek at 48th St (downstream culvert),ST,2.840000000000000,CFS
67701,-9993186.310796989127994,5512743.994477859698236,67701,16750,44.304873999999998,-89.770319999999998,Sevenmile Creek at Seven Mile Trl (downstream culvert),10040895.000000000000000,ST,WDNR,69699,2013/09/01 00:00:00+00,10040895.000000000000000,Sevenmile Creek at Seven Mile Trl (downstream culvert),ST,0.530000000000000,CFS
67702,-10001398.349546099081635,5511071.322007969953120,67702,16751,44.294119999999999,-89.844089999999994,Sevenmile Creek - Rangeline Rd (downstream culvert),10040896.000000000000000,ST,WDNR,69700,2013/09/02 00:00:00+00,10040896.000000000000000,Sevenmile Creek - Rangeline Rd (downstream culvert),ST,0.870000000000000,CFS
67703,-10005785.450651699677110,5508813.684386719949543,67703,16752,44.279601999999997,-89.883499999999998,Sevenmile Creek - CTH Z (downstream culvert),10040899.000000000000000,ST,WDNR,69701,2013/09/02 00:00:00+00,10040899.000000000000000,Sevenmile Creek - CTH Z (downstream culvert),ST,2.710000000000000,CFS
67704,-9988111.255194330587983,5507526.032604809850454,67704,16753,44.271320000000003,-89.724729999999994,Tenmile Creek at Cty. Hwy. U,10040721.000000000000000,ST,WDNR,69702,2013/09/01 00:00:00+00,10040721.000000000000000,Tenmile Creek at Cty. Hwy. U,ST,6.360000000000000,CFS
67705,-10001348.255788300186396,5505764.784226340241730,67705,16756,44.259990000000002,-89.843639999999994,Tenmile Creek at Rangeline Rd Bridge,10012667.000000000000000,ST,WDNR,69703,2013/09/02 00:00:00+00,10012667.000000000000000,Tenmile Creek at Rangeline Rd Bridge,ST,40.329999999999998,CFS
67706,-9994895.064890040084720,5518607.455757720395923,67706,16720,44.342556000000002,-89.785669999999996,Bloody Run Creek at 32nd St #579,10032103.000000000000000,ST,WDNR,69704,2013/09/01 00:00:00+00,10032103.000000000000000,Bloody Run Creek at 32nd St #579,ST,1.430000000000000,CFS
67707,-9990373.935182040557265,5519152.571543069556355,67707,16724,44.346057999999999,-89.745056000000005,Bloody Run at downstream culvert of 64th Ave,10040893.000000000000000,ST,WDNR,69705,2013/09/01 00:00:00+00,10040893.000000000000000,Bloody Run at downstream culvert of 64th Ave,ST,0.020000000000000,CFS
67708,-9983374.610843589529395,5510547.527626889757812,67708,16747,44.290751999999998,-89.682180000000002,Tenmile Creek - Evergreen Rd. (40 Yards Upstream),10016427.000000000000000,ST,WDNR,69706,2013/09/02 00:00:00+00,10016427.000000000000000,Tenmile Creek - Evergreen Rd. (40 Yards Upstream),ST,5.170000000000000,CFS
67709,-10004676.151947600767016,5506464.579478959552944,67709,16757,44.264491999999997,-89.873535000000004,Tenmile Creek at CTH Z,10040931.000000000000000,ST,WDNR,69707,2013/09/03 00:00:00+00,10040931.000000000000000,Tenmile Creek at CTH Z,ST,45.119999999999997,CFS
67710,-9988252.630856839939952,5526357.167183180339634,67710,16722,44.392322999999998,-89.725999999999999,Twomile Creek at 80th (at Culvert Downstream),10040891.000000000000000,ST,WDNR,69708,2013/09/05 00:00:00+00,10040891.000000000000000,Twomile Creek at 80th (at Culvert Downstream),ST,0.000000000000000,CFS
67711,-9996130.711255239322782,5522192.710560429841280,67711,16723,44.365585000000003,-89.796769999999995,Twomile Creek at Airport Ave (downstream culvert),10040892.000000000000000,ST,WDNR,69709,2013/09/05 00:00:00+00,10040892.000000000000000,Twomile Creek at Airport Ave (downstream culvert),ST,0.000000000000000,CFS
67712,-9988252.630856839939952,5526357.167183180339634,67712,16722,44.392322999999998,-89.725999999999999,Twomile Creek at 80th (at Culvert Downstream),10040891.000000000000000,ST,WDNR,69710,2013/10/01 00:00:00+00,10040891.000000000000000,Twomile Creek at 80th (at Culvert Downstream),ST,0.000000000000000,CFS
67713,-9996130.711255239322782,5522192.710560429841280,67713,16723,44.365585000000003,-89.796769999999995,Twomile Creek at Airport Ave (downstream culvert),10040892.000000000000000,ST,WDNR,69711,2013/10/01 00:00:00+00,10040892.000000000000000,Twomile Creek at Airport Ave (downstream culvert),ST,0.000000000000000,CFS
